,,,,,,,
zip,uscis_id,lat,lng,,,,
35951,1,34.26,-86.2,,,,
35952,1,34.03,-86.31,,,,
35953,1,33.83,-86.26,,,,
35954,1,34.01,-86.1,,,,
35956,1,34.2,-86.15,,,,
35957,1,34.2,-86.15,,,,
35958,1,34.95,-85.64,,,,
35959,1,34.22,-85.59,,,,
35960,1,34.15,-85.67,,,,
35961,1,34.26,-85.86,,,,
35962,1,34.28,-85.99,,,,
35963,1,34.35,-85.92,,,,
35964,1,34.17,-86.32,,,,
35966,1,34.8,-85.73,,,,
35967,1,34.45,-85.69,,,,
35968,1,34.45,-85.69,,,,
35971,1,34.45,-85.9,,,,
35972,1,33.99,-86.22,,,,
35973,1,34.26,-85.55,,,,
35974,1,34.36,-86,,,,
35975,1,34.43,-86.04,,,,
35976,1,34.35,-86.27,,,,
35978,1,34.63,-85.73,,,,
35979,1,34.88,-85.63,,,,
35980,1,34.18,-86.32,,,,
35981,1,34.7,-85.66,,,,
35983,1,34.17,-85.76,,,,
35984,1,34.56,-85.58,,,,
35986,1,34.49,-85.84,,,,
35987,1,33.93,-86.19,,,,
35988,1,34.55,-85.8,,,,
35989,1,34.55,-85.62,,,,
35990,1,34.06,-86.28,,,,
36003,1,32.43,-86.65,,,,
36005,1,31.81,-85.83,,,,
36006,1,32.66,-86.7,,,,
36008,1,32.47,-86.53,,,,
36009,1,31.58,-86.25,,,,
36010,1,31.71,-85.81,,,,
36013,1,32.3,-85.99,,,,
36015,1,31.66,-86.72,,,,
36016,1,31.88,-85.45,,,,
36017,1,31.7,-85.61,,,,
36020,1,32.49,-86.33,,,,
36022,1,32.62,-86.4,,,,
36023,1,32.6,-85.8,,,,
36024,1,32.63,-86.03,,,,
36025,1,32.53,-86.31,,,,
36026,1,32.8,-86.11,,,,
36027,1,31.9,-85.15,,,,
36028,1,31.5,-86.37,,,,
36029,1,32.17,-85.9,,,,
36030,1,31.86,-86.84,,,,
36031,1,32.29,-85.73,,,,
36032,1,31.98,-86.57,,,,
36033,1,31.63,-86.74,,,,
36034,1,31.66,-86.17,,,,
36035,1,31.71,-86.12,,,,
36036,1,32.01,-86.11,,,,
36037,1,31.82,-86.62,,,,
36038,1,31.4,-86.48,,,,
36039,1,32.3,-85.87,,,,
36040,1,32.18,-86.57,,,,
36041,1,31.95,-86.31,,,,
36042,1,31.85,-86.4,,,,
36043,1,32.21,-86.4,,,,
36045,1,32.66,-86.02,,,,
36046,1,31.98,-86.27,,,,
36047,1,32.08,-86.51,,,,
36048,1,31.78,-85.55,,,,
36049,1,31.7,-86.26,,,,
36051,1,32.64,-86.54,,,,
36052,1,32.13,-86.03,,,,
36053,1,32.07,-85.52,,,,
36054,1,32.49,-86.36,,,,
36057,1,32.36,-86.06,,,,
36061,1,31.99,-85.75,,,,
36062,1,31.84,-86.2,,,,
36064,1,32.3,-86.08,,,,
36065,1,32.01,-86.11,,,,
36066,1,32.46,-86.44,,,,
36067,1,32.46,-86.44,,,,
36068,1,32.46,-86.44,,,,
36069,1,32.07,-86.24,,,,
36071,1,31.72,-86.3,,,,
36072,1,31.9,-85.15,,,,
36075,1,32.4,-85.93,,,,
36078,1,32.53,-85.89,,,,
36079,1,31.8,-85.96,,,,
36080,1,32.71,-86.25,,,,
36081,1,31.8,-85.96,,,,
36082,1,31.8,-85.96,,,,
36083,1,32.43,-85.71,,,,
36087,1,32.42,-85.71,,,,
36088,1,32.42,-85.71,,,,
36089,1,32.13,-85.71,,,,
36091,1,32.75,-86.52,,,,
36092,1,32.54,-86.2,,,,
36093,1,32.54,-86.2,,,,
36101,1,32.35,-86.28,,,,
36102,1,32.35,-86.28,,,,
36103,1,32.35,-86.28,,,,
36104,1,32.35,-86.28,,,,
36105,1,32.35,-86.28,,,,
36106,1,32.35,-86.28,,,,
36107,1,32.35,-86.28,,,,
36108,1,32.35,-86.28,,,,
36109,1,32.35,-86.28,,,,
36110,1,32.35,-86.28,,,,
36111,1,32.35,-86.28,,,,
36112,1,32.35,-86.28,,,,
36113,1,32.35,-86.28,,,,
36114,1,32.35,-86.28,,,,
36115,1,32.35,-86.28,,,,
36116,1,32.35,-86.28,,,,
36117,1,32.35,-86.28,,,,
36118,1,32.35,-86.28,,,,
36119,1,32.35,-86.28,,,,
36120,1,32.35,-86.28,,,,
36121,1,32.35,-86.28,,,,
36123,1,32.35,-86.28,,,,
36124,1,32.35,-86.28,,,,
36125,1,32.35,-86.28,,,,
36130,1,32.35,-86.28,,,,
36131,1,32.35,-86.28,,,,
36132,1,32.35,-86.28,,,,
36133,1,32.35,-86.28,,,,
36134,1,32.35,-86.28,,,,
36135,1,32.35,-86.28,,,,
36140,1,32.35,-86.28,,,,
